Título,Info,postingpills,Precio,postingcardexpenses,Localización,Palabras_clave,publisherlogo_URL,gotoposting,Descripción,Superficie,Recamaras,Baños,Estacionamiento
Fraccionamiento Las Playas,+ 11,,"MN 5,000",,"Fraccionamiento Las Playas, Acapulco de Juárez","46 m²
1 rec.
1 baño
1 estac.",https://www.inmuebles24.com/inmobiliarias/acapulco-a-tu-alcance_50206472-inmuebles.html,Hermoso Loft en Renta por Día y por Mes Vista a Caleta,3er nivel. 1 recamara. 1 baño. Balcon. Vista al mar. Alberca. Palapa con silla y mesa. Chapoteadero y alberca. Estacionamiento. Vigilancia las 24hrs,46 m²,1 rec.,1 baño,1 estac.
Nuevo Centro de Población,+ 16,,"MN 2,500",,"Nuevo Centro de Población, Acapulco de Juárez","85 m²
3 rec.
2 baños
2 estac.",https://www.inmuebles24.com/inmobiliarias/re-max-casavende-acapulco_51037575-inmuebles.html,Departamento en Renta por Noche Vista a La Bahia de Acapulco,"Departamento amueblado en Renta por noche, con una maravillosa vista a la Bahía de Acapulco, cuenta con 3 recamaras, 2 baños, cocina equipada, sala, comedor, 2 cajones de estacionamiento, alberca, 1 aire acondicionado, ventiladores, 3 camas matrimoniales. (4) ",85 m²,3 rec.,2 baños,2 estac.
"Residencial Marina No.1, Las Playas, Acapulco Gro.",+ 15,,"MN 18,000","+ MN 8,000 Mantenimiento","Fraccionamiento Las Playas, Acapulco de Juárez","160 m²
3 rec.
3 baños
1 estac.",https://www.inmuebles24.com/inmobiliarias/century-21-lacunza-y-asociados_20382-inmuebles.html,Departamento - Fraccionamiento Las Playas,"Departamento con una excepcional vista a la bahía. Nivel 8, amueblado. century 21 Lacunza & Asociados con 25 años de experiencia en el mercado inmobiliario en Acapulco. 7Ver datos",160 m²,3 rec.,3 baños,1 estac.
Se Renta Departamento por dia,+ 16,,"MN 14,000",,"Fraccionamiento Marina Brisas, Acapulco de Juárez","4 rec.
4 baños",https://www.inmuebles24.com/inmobiliarias/terramar-consultores-inmobiliarios-del-pacifico_148299-inmuebles.html,Se Renta Departamento por Dia,"Terra Mar Bienes Raíces AcapulcoVenta-Renta-Administración & ConstrucciónRenta departamento, ubicado en Fracc Marina BrisasZona: DoradaFracc/ Colonia: Marina BrisasUbicación: na Número de recámaras: 4 Número de baños: 4 Características: -Completamente equipado-1/2 baño de visitas-Sala-Comedor -Cocina-Vista panorámicaAmenidades: -Enorme terraza con alberca y jardín privado -Gimnasio-Área de juegos-Spa-Alberca -Jacuzzi común -Palapa/ bar-Muelle-2 lugares de estacionamiento-Seguridad 24 hrsPrecio por noche-Temp. Baja: $ 14, 000. 00 m. n -Temp. Media: $17, 000. 00 m. n -Temp. Alta: $20, 000. 00 m. n Observaciones: *En temporada alta, se solicitan como mínimo 7 noches de estancia contáctanos Oficina: Ver datosVer datos / Ver datosVer datosCel: Ver datosVer datos/ Ver datosVer datos Whats app: Ver datosVer datos Facebook: Terra Mar Acapulco",,4 rec.,4 baños,
Fraccionamiento Marina Brisas,+ 7,,"MN 15,000",,"Fraccionamiento Marina Brisas, Acapulco de Juárez","173 m²
3 rec.
4 baños
1 estac.",https://www.inmuebles24.com/inmobiliarias/marta-elba-perez-romo_50251894-inmuebles.html,Venta Dpto. Guitarron,"Cond. Balcones. Fracc Guitarron. Cond de 6 departamentos. buena vista a la bahía. 173 metros. Piso 4. no cuenta con elevador. Cámaras de seguridad en acceso principal y en la terraza del área común. 3 habitaciones con baño completo cada una con aire acondicionado y closet cada una cuarto de servicio con medio baño closet de blancos cocina no hay gas, es instalación eléctrica se puede cambiar a instalacion de gas comedor sala Un lugar de estacionamiento aunque hay otro cajón por ser el final del estacionamiento. 5, 000 de mantenimiento trimestrales: sueldo de conserje, químicos de alberca y jardín El agua y luz del área común de la alberca y edificio se prorreatea entre todos los condominios. precio 3, 500, 000. 00",173 m²,3 rec.,4 baños,1 estac.
Fraccionamiento Playa Diamante,+ 1,,"MN 4,000",,"Fraccionamiento Playa Diamante, Acapulco de Juárez","150 m²
2 rec.
2 baños
1 estac.",https://www.inmuebles24.com/inmobiliarias/animorelos_50308340-inmuebles.html,Departamento en Playa Diamante / Acapulco de Juárez - Gsi - 583 - de,"Precioso Departamento en Zona Diamante. Frente al mar. 2 recamaras principal con baño, tina y terraza. Cuarto de servicio. Elevador. Amplia alberca junto a la playa. Servicio de camarista inlcluido. Precios: Temporada baja $ 4, 000. 00 diarios, Puentes $ 5, 000. 00 Navidad y Semana Santa $ 7, 000. 00 Pascua $ 6, 000. 00 Capacidad hasta 6 personas. Palapa fija en playa con mobiliario. Servicio de bar en areas comunes. ",150 m²,2 rec.,2 baños,1 estac.
Marina diamante,+ 14,,"MN 2,000",+ MN 1 Mantenimiento,"Barrio La Poza, Acapulco de Juárez","56 m²
2 rec.
1 baño
1 estac.",https://www.inmuebles24.com/inmobiliarias/acapulco-a-tu-alcance_50206472-inmuebles.html,Bonito Departamento en Renta por Mes o por Dia en Marina Diamante,"Prototipo Kayac $7, 000. 00 x mes $2, 000. 00 x nte. En T/Baja $3, 000. 00 x nte. T/Alta. 2 recamaras consta de 2 camas matri. Y una 1 ndividual con aire acondicionado. 1 baño. 2do. Piso. A/A. Balcon en cada recamara. Estancia amplia y comedor con a/a. Cocina integral. Patio de servicio con pileta. Tanque de gas. Alberca. Vigilancia las 24hrs. Estacionamiento. Acceso a la laguna de 3 palos",56 m²,2 rec.,1 baño,1 estac.
Fraccionamiento Real Diamante,+ 16,,"MN 70,000",,"Fraccionamiento Real Diamante, Acapulco de Juárez","270 m²
4 rec.
4 baños",https://www.inmuebles24.com/inmobiliarias/gamaseis_163340-inmuebles.html,Acapulco Real Diamante Departamento en Renta,"La perla, real diamante departamento de 4 recámaras, cada una con baño. Increíble vista desde sala comedor Y recámaras A la bahía de puerto marques. Terraza de 35 de largo por 1. 5 de ancho. jacuzzi con calentador de agua, internet, cablevisión, linea telefonica, televisión en cada recámara. Maquina para hacer hielo, lavavajillas, triturador en la tarja de la cocina, lavadora Y secadora de ropa. 4 albercas con temperaturas controladas. club de playa $36, 000 al año. acceso controlado al fraccionamiento. EasyBroker id: eb-fg9235",270 m²,4 rec.,4 baños,
Vindeza,+ 6,,"MN 4,500",,"Granjas del Marqués, Acapulco de Juárez","3 rec.
3 baños",https://www.inmuebles24.com/inmobiliarias/duran-bienes-raices_51197142-inmuebles.html,Departamento - Granjas del Marqués,"Cómodo Penthouse ubicado sobre Boulevard de las Naciones en uno de los fraccionamientos más Exclusivos de la Zona Cuenta con: 3 RecámarasSala  Cocina,   Comedor Aire Acondicionado en Todo el Departamento Amenidades cancha de pádel área para niños Alberca en comúnJacuzzi, Asador, Áreas Verdes Capacidad Máxima 8 personasTemporada Baja $3, 000 Temporada Alta$4, 500no incluye limpieza? ",,3 rec.,3 baños,
Acapulco de Juárez,+ 2,,"MN 3,500",,"Acapulco de Juárez, Guerrero","120 m²
2 rec.
2 baños
1 estac.",https://www.inmuebles24.com/inmobiliarias/animorelos_50308340-inmuebles.html,Departamento en Zona Diamante / Acapulco de Juárez - Gsi - 675 - de,"Excelente departamento en Zona Diamante, dentro del campo de golf del Mayan Palace. Preciosa alberca con jacuzzi, area de bar, area infantil. Vista al campo de Golf. 2 Recamaras con 2 baños. Elevador. Incluye membresia Platino para ingresar al Mayan. Temporada baja $ 3, 500. 00 por noche, Puentes $ 4, 500. 00 Semana Santa y Navidad $ 6, 500. 00 Pascua $ 5, 500. 00 incluido el Servicio de Camarista. Capacidad maxima 6 personas. ",120 m²,2 rec.,2 baños,1 estac.
Av. Costera Miguel Aleman,+ 28,,"MN 22,000",,"Fraccionamiento Costa Azul, Acapulco de Juárez","5200 m²
2 rec.
2 baños
1 estac.",https://www.inmuebles24.com/inmobiliarias/inversiones-inteligentes_21745-inmuebles.html,"Hermoso Depto. Sobre Costera, Cerca de Playa!","Departamento en inmejorable ubicación, sobre av. Costera a una cuadra de la playa, contiguo a un supermercado, bancos, restaurantes, tiendas conveniencia, farmacia, etc. Cuenta con una espléndida terraza de 20m2 con vista a la bahía y a la Costera; totalmente equipado para hospedaje, electrodomésticos, utensilios de cocina y blancos. El condominio cuenta con variadas amenidades: 3 albercas, una de ellas en el roof garden (piso 28), con una vista espectacular de 180° a toda la bahía de Acapulco, gimnasio, spa (vapor, sauna, masajes), billar, basket, squash, basket. Renta vacacional en temporada baja $2, 500 por noche y una estancia mínima de 2 noches. Preguntar por tarifas de temporada alta. Wig: pOhgnxl",5200 m²,2 rec.,2 baños,1 estac.
Fraccionamiento Marina Diamante,,,"MN 2,000",,"Fraccionamiento Marina Diamante, Acapulco de Juárez","1 m²
2 rec.
1 baño
1 estac.",https://www.inmuebles24.com/inmobiliarias/lars-group_51156671-inmuebles.html,Renta de Departamento en Marina Diamante,"2 recamaras. 1 baño. sala. comedor. cocina integral. area de servicio. roof garden equipado con barra, asador Y baño completo. tiene pantalla de tv de 50 pulgadas. servicios de sky E internet. A/A en todo el departamento. Renta por día $2000",1 m²,2 rec.,1 baño,1 estac.
Blvrd de las Naciones 401,+ 17,,"MN 3,000",,"Granjas del Marqués, Acapulco de Juárez","113 m²
2 rec.
2 baños
1 estac.",https://www.inmuebles24.com/inmobiliarias/hugo-hans_173269-inmuebles.html,"Departamento en Renta Cerca de La Playa, Diamante Lakes Acapulco","Departamento 2 recamaras 2 baños, doble altura tipo ph frente a la alberca en Diamante Lakes Acapulco en zona Diamante. El fraccionamiento se encuentra sobre el Blvr. De las Naciones Esq. Paseo de los Manglares, a la entrada de Punta Diamante, frente al nuevo Estadio del Abierto Mexicano de Tenis, a 900 metros de la playa del Princess, 1000 metros de Walmart y La Mega, a 3 minutos del Centro Comercial La Isla. Completamente amueblado y equipado. Fraccionamiento con seguridad 24 Hrs. Y acceso controlado. El conjunto cuenta con: -Alberca tipo lago. -Chapoteadero. -Tobogán. -Bar acuático. -Juegos infantiles. -Jacuzzi. -Palapa bar funcionando con sky, tv´s planas. -Wi- Fi. -Sombrillas. -Mesas. -Sillas. -Camastros. -Sistema de vigilancia con cámaras. -Exuberante vegetación tropical. -Entre otros. Precio por noche desde $3, 000. 00 pesos. Contáctenos para mayores detalles, disponibilidad de fechas y precio de acuerdo a la temporada. ",113 m²,2 rec.,2 baños,1 estac.
Costera Miguel Alemán 266 Departamento 1104,+ 17,,"MN 8,600","+ MN 1,600 Mantenimiento","Hornos, Acapulco de Juárez","37 m²
1 rec.
1 baño",https://www.inmuebles24.com/inmobiliarias/century-21-amici-c21_157267-inmuebles.html,"Lindo Departamento Amueblado en Acapulco, Vista Panóramica Bahía","La mejor vista de la Bahía de Santa Lucía, Loft totalmente amueblado en Playa Hornos con Alberca, Área de Juegos, Centro de Negocios con vista a la Playa. Disfrute la arena del pacífico con sólo cruzar la calle. La Bahía de Santa Lucía, o mejor conocida como la Bahía de Acapulco, se sitúa entre dos montañas pertenecientes a la Sierra Madre Sur, creando un puerto fortificado natural; comprende un aproximado de 8 kilómetros, donde se ha desarrollado una zona turística con un sinfín de actividades y lugares que visitar. Acapulco es un lugar Mágico en el Pacífico Mexicano, lleno de vida y con un brillo propio en el que resaltan el sonido de su mar, la belleza del paisaje y la alegría de su ciudad. El departamento se renta amueblado, incluye pantalla de Plasma, climatizado (mini split) y el mantenimiento está incluido en el costo. El precio de la renta incluye: El servicio de agua, luz, vigilancia 24 horas y recolección de basura. Requisitos para renta: - Hacer el pago de un mes de renta en curso. - Hacer el pago de un mes de renta como deposito. - Poliza Jurídica con blindarent de $4, 800 + iva aprox. Laura Oñate Muñoz / 55 Ver datos",37 m²,1 rec.,1 baño,
"Departamento en Renta, 3 Recámarás.",+ 6,,"MN 4,500",,"Plan de los Amates, Acapulco de Juárez","280 m²
3 rec.
3 baños",https://www.inmuebles24.com/inmobiliarias/terramar-consultores-inmobiliarios-del-pacifico_148299-inmuebles.html,Bonito Departamento en Acapulco de 3 Recamaras en Renta,"Terra Mar Bienes Raíces AcapulcoVenta-Renta-Administración& ConstrucciónRenta bonito departamento, ubicado en zona Diamante Zona: DiamanteFracc / Colonia: Camino a Barra Vieja ( Vida Mar) Ubicación: **Número de recámaras: 3-Rec 1 (1 cama King + tv con sky) -Rec 2 ( 2 camas matrimoniales) -Rec 3 ( 2 camas individuales) Número de baños: 3 Características: -Planta baja -Bonito y amplio -Vista al jardín y a la albercaSala con tv y sky-Comedor-Cocina-Terraza de buen tamaño con comedor de exterior y jacuzzi-Acceso directo de la terraza al área de albercaAmenidades: -Alberca -Club de Playa (Cuenta con palapa/ bar, baños y acceso a playa) Precio por noche-Temp. Baja: $4, 500. 00 m. n * Depende de la temporada(Incluye servicio de camarista) Observaciones: *Se prohíbe el uso del vidrio en el área de la alberca y en el Club de Playa; por lo que se si se desea consumir alimentos o bebidas deberán de ser en refractarios de plástico *El Club de playa es de uso exclusivo de los departamentos del condominio ( Se encuentra en frente del desarrollo ; cruzando la calle) contáctanos Acapulco: Ver datos 484-68-65 Ver datos 484-73- 78 Ver datos 158-18- Facebook: Terra Mar Acapulco",280 m²,3 rec.,3 baños,
Costa Azul,+ 5,,"MN 8,000",,"Fraccionamiento Costa Azul, Acapulco de Juárez","2 rec.
2 baños",https://www.inmuebles24.com/inmobiliarias/duran-bienes-raices_51197142-inmuebles.html,Departamento - Fraccionamiento Costa Azul," Se renta departamento ubicado. En la calle Teniente José Azueta número 11A casi esquina con Horacio Nelson en el fraccionamiento Costa Azul muy cerca de Costera Miguel Alemán  Cuenta con 2 Recámaras Sala  Cocina  Comedor  Temporada Alta$3, 500 x Noche Temporada Baja$2, 500 por Noche No incluye Limpieza  Renta Mensual$8, 000 Contrato Anual Incluye MantenimientoDe momento no tiene agua caliente y solo tiene una parrilla eléctrica",,2 rec.,2 baños,
"Vende Departamento, Ubicado en Avenida de las Palmas",+ 9,,"MN 80,000",,"Acapulco de Juárez, Guerrero","280 m²
4 rec.
4 baños",https://www.inmuebles24.com/inmobiliarias/terramar-consultores-inmobiliarios-del-pacifico_148299-inmuebles.html,Departamento - Acapulco de Juárez,"Terra Mar Bienes Raíces AcapulcoVenta-Renta-Administración& ConstrucciónPrecioso y amplio departamento con techos altos en venta. Zona: DiamanteUbicación: Av de las Palmas (sobre playa) Mts2 de superficie: 280 Número de recámaras: 4 Número de baños: 4Características: -Terraza amplia-Sala - Comedor-Cocina-Área de lavado-Cto de servicio con baño-Bodega en área de estacionamiento-EstacionamientoAmenidades: -Spa-Gym-Área de adultos-Ludoteca-Alberca de adultos-Alberca familiar-Jacuzzi -Jardín -Cancha de tennis-Cancha de paddle-Playa privada-SeguridadPrecio de venta $Ver datos m. n. Precio de renta: $80, 000. 00 m. ncontáctanos Acapulco: Ver datos 4Ver datos) 484-73- Ver datos- Facebook: Terra Mar Acapulcoexención de responsabilidad: La información que aparece en este inmueble dada por el propietario. Terra Mar Bienes Raíces hace todo lo posible para garantizar la exactitud de esta información, pero no puede ser responsable de omisiones o errores. Los precios y tipos de cambio están sujetos a cambios",280 m²,4 rec.,4 baños,
Departamento de 1 Recamara en Renta,,,"MN 7,000",,"Fraccionamiento Playa Guitarrón, Acapulco de Juárez","50 m²
1 rec.
1 baño
1 estac.",https://www.inmuebles24.com/inmobiliarias/terramar-consultores-inmobiliarios-del-pacifico_148299-inmuebles.html,Departamento de 1 Recamara en Renta,"Terra Mar Bienes Raíces AcapulcoVenta-Renta-Administración & ConstrucciónZona: Dorada Fracc/ Colonia: Guitarrón Número de recámaras: 1 Número de baños: **Características: -Cocina -Sala -Comedor -Área de lavado -1 lugar de estacionamiento Precio de renta mensual: $7, 000. 00 m. n (No incluye servicios) contáctanos Acapulco: Ver datos 4Ver datos) 484-73- Ver datos- Facebook: Terra Mar Acapulcoexención de responsabilidad: La información que aparece en este inmueble dada por el propietario. Terra Mar Bienes Raíces hace todo lo posible para garantizar la exactitud de esta información, pero no puede ser responsable de omisiones o errores. Los precios y tipos de cambio están sujetos a cambios. ",50 m²,1 rec.,1 baño,1 estac.
Diamante,,,"MN 14,000",,"Fraccionamiento Playa Diamante, Acapulco de Juárez","2 rec.
2 baños
2 estac.",https://www.inmuebles24.com/inmobiliarias/duran-bienes-raices_51197142-inmuebles.html,Departamento - Fraccionamiento Playa Diamante,"Departamento En Diamante Cuenta con: 2 recámaras 2 baños 2 estacionamientos cocina, sala, comedorSin internetSin tv. Capacidad Máxima 6 personasTemporada Baja $2'500Temporada Alta $3' 500 Renta Mensual $14' 000Contrato Anual ",,2 rec.,2 baños,2 estac.
"Vende y Renta Departamento, 4 Recámaras- Costera Miguel Alemán",+ 11,,"MN 60,000",,"Acapulco de Juárez, Guerrero","280 m²
4 rec.
4 baños
2 estac.",https://www.inmuebles24.com/inmobiliarias/terramar-consultores-inmobiliarios-del-pacifico_148299-inmuebles.html,Departamento - Acapulco de Juárez,"Terra Mar Bienes Raíces AcapulcoVenta-Renta-Administración& ConstrucciónVende departamento con espectacular vista a la bahía de Santa LucíaZona: DoradaFracc/Colonia: Costera Miguel Alemán - Costa VictoriaUbicación: (Sobre playa) Mts2 de superficie: 280Número de recámaras: 4Número de baños: 4Características: -Sala - Comedor-Terraza amplia-Cocina-Área de servicio-2 lugares de estacionamiento techadoAmenidades: -Acceso a playa-Servicio de toldos-Alberca con jacuzzi-Tobogán-Snack bar-Sala de tv usos múltiples-Ludoteca-Gimnasio-Canchas-SpaPrecio de renta mensual: $60, 000. 00 m. nIncluye mantenimientoPrecio de venta: $9, 500, 000. 00 m. n. Se vende amuebladocontáctanosacapulco: Ver datos 4Ver datos) 484-73- Ver datos-Facebook: Terra Mar Acapulcoexención de responsabilidad: La información que aparece en este inmueble dada por el propietario. Terra Mar Bienes Raíces hace todo lo posible para garantizar la exactitud de esta información, pero no puede ser responsable de omisiones o errores. Los precios y tipos de cambio están sujetos a cambio. ",280 m²,4 rec.,4 baños,2 estac.
